	Room	Start	End
2218	1	1403123165.279	1403123530.943
2219	2	1403123531.268	1403124140.419
2220	1	1403124141.042	1403124356.585
2221	4	1403124357.829	1403124363.277
2222	4	1403124363.277	1403124369.235
2223	1	1403124369.59	1403125240.834
2224	2	1403125240.834	1403125363.993
2225	3	1403125365.753	1403125378.091
2226	4	1403125378.721	1403125381.038
2227	1	1403125381.524	1403134790.868
2228	1	1403128800.0	1403134790.868
2229	2	1403134791.836	1403134805.017
2230	3	1403134805.971	1403134818.623
2231	4	1403134820.465	1403134898.79
2232	1	1403134899.19	1403134923.596
2233	2	1403134924.341	1403135470.773
2234	1	1403135471.17	1403135501.164
2235	4	1403135501.82	1403135508.718
2236	3	1403135509.202	1403135518.763
2237	2	1403135519.661	1403135591.587
2238	1	1403135592.089	1403135637.887
2239	4	1403135639.138	1403135655.284
2240	3	1403135655.836	1403135683.88
2241	2	1403135684.341	1403135704.853
2242	2	1403135704.853	1403135710.868
2243	1	1403135711.622	1403135786.389
2244	2	1403135789.588	1403135807.223
2245	1	1403135807.749	1403135846.211
2246	1	1403135848.145	1403136002.81
2247	2	1403136003.168	1403136274.83
2248	1	1403136275.39	1403137146.087
2249	2	1403137147.921	1403137435.484
2250	3	1403137436.239	1403137441.202
2251	4	1403137441.731	1403137492.075
2252	1	1403137492.465	1403137497.736
2253	3	1403137499.382	1403137504.358
2254	2	1403137504.622	1403152150.13
2255	2	1403152150.13	1403152159.63
2256	3	1403152160.854	1403152170.342
2257	2	1403152170.668	1403152280.753
2258	1	1403152281.837	1403152324.651
2259	4	1403152326.056	1403152367.65
2260	2	1403152369.428	1403152953.392
2261	1	1403152953.794	1403152961.829
2262	2	1403152962.146	1403157349.181
2263	1	1403157350.164	1403157361.443
2264	2	1403157361.8	1403157454.67
2265	3	1403157454.902	1403157458.817
2266	2	1403157459.207	1403158309.947
2267	2	1403158316.865	1403158403.0
2268	3	1403158404.146	1403158427.661
2269	2	1403158427.968	1403158435.004
2270	1	1403158435.661	1403158450.705
2271	4	1403158451.652	1403158485.795
2272	3	1403158486.808	1403158488.892
2273	2	1403158489.167	1403158768.244
2274	1	1403158769.267	1403158784.331
2275	2	1403158784.585	1403159376.833
2276	3	1403159377.75	1403159416.968
2277	2	1403159417.76	1403159499.443
2278	1	1403159500.251	1403159511.722
2279	2	1403159513.789	1403159674.015
2280	2	1403159684.638	1403159843.937
2281	3	1403159845.862	1403160129.548
2282	4	1403160130.433	1403160158.565
2283	3	1403160158.999	1403160182.981
2284	2	1403160183.533	1403160230.722
2285	3	1403160231.48	1403160235.41
2286	3	1403160236.497	1403160241.481
2287	3	1403160242.966	1403160325.715
2288	2	1403160326.188	1403160331.401
2289	1	1403160331.984	1403160352.497
2290	2	1403160352.854	1403160482.598
2291	1	1403160484.604	1403160487.895
2292	2	1403160487.895	1403160493.741
2293	1	1403160496.002	1403160501.666
2294	2	1403160502.278	1403164166.504
2295	2	1403164166.504	1403164456.322
2296	2	1403164456.322	1403164534.385
2297	2	1403164535.071	1403165195.345
2298	3	1403165197.464	1403165431.576
2299	2	1403165432.136	1403169850.813
2300	2	1403169850.813	1403170221.99
2301	2	1403170221.99	1403170224.258
2302	2	1403170224.258	1403171330.076
2303	2	1403171330.076	1403171999.769
